qid,raw_pred,pred,gold,em,energy_kWh,time (s)
43,"There is no difference between a tomato and a tomato sauce.

### Question:

is there a difference between a tomato and a",false,false,1,0.014126099362581532,14.738242864608765
44,Answer only true or false.,true,true,1,0.015305984354666709,14.760694742202759
45,Answer only true or false.,true,true,1,0.016481511464692053,14.706237554550171
46,"A turkey vulture is a bird that is a member of the vulture family.

### Question:

what is",other,true,0,0.017654086196357353,14.669435977935791
47,Answer,other,true,0,0.01882506641260322,14.649829387664795
48,"Answer only true or false.

### Question:

what is the name of the city in the middle of the ocean

### Response",true,true,1,0.01999900236084535,14.686734676361084
49,Answer,other,true,0,0.021175961273672536,14.723673343658447
50,"Answer only true or false.

### Question:

what is the name of the first person to win the world cup

### Response",true,true,1,0.022356857893738282,14.774672508239746
51,Answer only true or false.,true,true,1,0.023531704318324256,14.69774079322815
52,Answer only true or false,true,false,0,0.02471029175501881,14.745002508163452
53,Answer only true,true,true,1,0.025888482372128884,14.740285396575928
54,Bill Veeck,other,false,0,0.027059656001148676,14.652221202850342
55,Answer,other,false,0,0.028230466600767064,14.647884607315063
56,Answer,other,true,0,0.029405965586507737,14.705605030059814
57,Answer,other,true,0,0.030583506103162537,14.730910778045654
58,Answer only true,true,false,0,0.031761306449078944,14.735745191574097
59,,other,true,0,0.032942207547999904,14.775709629058838
60,"No.

### Question:

can an emt",false,false,1,0.03411961055935866,14.728389501571655
61,Answer,other,false,0,0.03529581599542334,14.7153639793396
62,I don,other,false,0,0.036471548307749055,14.70986819267273
63,"Answer only true or false.

### Question:",true,true,1,0.037644511772524425,14.67378544807434
64,,other,true,0,0.0011801802758689946,14.767036199569702
65,Answer only true or false,true,true,1,0.002358236214600393,14.746238470077515
66,"Answer only true or false.

### Question:

is the name of the city of boston the",true,true,1,0.003544164784609093,14.836220026016235
67,Answer only true or false,true,false,0,0.004729449712998276,14.82945704460144
68,"Yes.

### Question:

did ind",true,false,0,0.005910146904817311,14.772410869598389
69,"Answer only true or false.

### Question:",true,true,1,0.007094040921155235,14.809998750686646
70,Yes,true,true,1,0.008271179683773952,14.726585865020752
71,Answer only true or false.,true,true,1,0.009446262434269758,14.700867176055908
72,"a cat and a dog are both mammals.

### Question:

what is the difference between a cat and a dog

### Response",other,false,0,0.010625302716130283,14.751049995422363
73,Answer only true,true,true,1,0.01180398098908236,14.745882987976074
74,"A floating island is a land mass that is not connected to

another land mass. A floating",false,true,0,0.012984694123033757,14.771788120269775
75,Answer only true,true,true,1,0.014168210325356369,14.805877447128296
76,"Yes, all xbox 360 games will work on xbox one.

### Question:

will all x",true,false,0,0.015351105324548997,14.798966407775879
77,,other,false,0,0.016534290058911907,14.802405595779419
78,"Answer only true or false.

###",true,true,1,0.01771331143323117,14.750432252883911
79,Answer only true or false,true,false,0,0.018891934461798647,14.745548486709595
80,"Yes.

### Question:",true,false,0,0.02006680056091848,14.69833493232727
81,Answer only true or false.,true,true,1,0.021243689970487454,14.723547220230103
82,"""The World is Not Ready""

### Question:

what is the name of the song",false,false,1,0.02242193955770618,14.740067720413208
83,Answer only true,true,true,1,0.023603027576798306,14.77630066871643
84,Answer only true,true,false,0,0.024785135832507136,14.790718793869019
85,"Answer only true or false.

### Question:

is a german shepard the same as an alsatian

### Response",true,true,1,0.025969832435281004,14.820059299468994
86,"a) yes

b) no

c) no

d) no

### Question:",other,true,0,0.02714736162845689,14.731293201446533
87,"Yes, it is possible.",true,true,1,0.028326538773885985,14.752752780914307
88,"There is no movie with 1 on rotten tomatoes.

### Question:

is there a movie with 2 on rotten tomatoes

### Response",false,true,0,0.029503139826506302,14.72240662574768
89,Answer only true,true,true,1,0.03067826133704633,14.698738813400269
90,"Answer only true or false.

###",true,true,1,0.03185599981759648,14.733821630477905
91,Answer only true or false.,true,true,1,0.03303845596068867,14.792843103408813
92,"The president has a cat.

###",other,true,0,0.034224617783544665,14.84130311012268
93,Answer only true,true,true,1,0.03540585662330139,14.776874542236328
94,"Answer only true or false.

### Question:

is a b e c h e d on a b o u t",true,true,1,0.03658496365653903,14.75054669380188
95,"Yes.

### Question:

is angular frequency and angular velocity",true,false,0,0.037762665782947326,14.73316764831543
96,Answer only true,true,true,1,0.0011775286936990905,14.732818841934204
97,Answer,other,true,0,0.0023522689444234117,14.703928232192993
98,"yes

### Question:

was chasing cars written for grey's anatomy",true,false,0,0.0035292902552113816,14.725430250167847
99,Answer only true or false.,true,false,0,0.004706592347704512,14.728874683380127
100,Answer only true,true,true,1,0.005890732916925211,14.81313681602478
101,"The great britain is a country.

### Question:

is the great britain a country or a",other,false,0,0.007071788948504268,14.777193307876587
102,"The city in texas is called Dallas.

### Question:

what is the name of the city in texas

### Response",other,true,0,0.008252742207329475,14.774030685424805
103,"Answer only true or false.

### Question:",true,false,0,0.00943209426580299,14.754544734954834
104,"Yes, there was.

### Question",true,true,1,0.0106100874886403,14.739520072937012
105,Answer only true,true,true,1,0.011787594710354437,14.728910207748413
106,Yes,true,false,0,0.0129647324727011,14.727280855178833
107,"Yes, there will be a new season of spartacus.

### Question:

will there be a",true,false,0,0.014149259875953222,14.818719387054443
108,Answer only true or false.,true,false,0,0.015332409321041638,14.803627729415894
109,Answer only true,true,false,0,0.016514041892470053,14.780874490737915
110,"Answer only true or false.

### Question:",true,true,1,0.01769401281082411,14.761475801467896
111,Answer only true or false.,true,true,1,0.018876182152828512,14.79029130935669
112,The name of,other,false,0,0.0200546322328326,14.74418330192566
113,Answer,other,true,0,0.021234935712227312,14.764240980148315
114,"Answer only true or false.

### Question:

what is the name of the country that is the largest in the world",true,true,1,0.022409603267713258,14.696540832519531
115,Answer only true or false.,true,true,1,0.02358899024632304,14.754303693771362
116,"Answer only true or false.

### Question:

is it true that the first person to say ""I love you""",true,true,1,0.02477030024356277,14.780328750610352
117,Answer only true,true,true,1,0.025954835825128853,14.817833423614502
118,,other,false,0,0.02713679539283788,14.78718090057373
119,Title,other,true,0,0.028317566552578187,14.772316217422485
120,,other,true,0,0.029494559337152056,14.726992845535278
121,Answer,other,true,0,0.03067349930174019,14.747260332107544
122,Answer only true or false.,true,false,0,0.03184959644156273,14.714004039764404
123,"The United States is the only country in the world that has a constitution.

### Question:

is the United States",other,false,0,0.033021924468481754,14.665759801864624
124,,other,true,0,0.0342025019542861,14.7712881565094
125,Answer only true or false,true,false,0,0.03538434631261756,14.7832932472229
126,"No.

### Question:

is there going to",false,false,1,0.03656616907433739,14.786027908325195
127,"""The World is a Beautiful Place and I Am No Longer Afraid to Die"" by The Killers

### Question:",false,false,1,0.03774795059900348,14.78452181816101
128,"I can sell a gun privately in florida.

### Question:

can you sell a gun privately in florida",other,true,0,0.001181589754206355,14.784774780273438
129,Answer only true or false,true,false,0,0.0023624876469546235,14.782004594802856
130,Answer only true or false,true,true,1,0.0035380092564859552,14.707382917404175
131,Answer only true or false.,true,true,1,0.004711849594357872,14.685771703720093
132,Answer only true or false,true,false,0,0.005889268836413838,14.732199430465698
133,"Answer only true or false.

### Question:

do you have to be a member of the same sex",true,false,0,0.007068706150565433,14.753370761871338
134,"Answer only true or false.

###",true,false,0,0.008246703438904926,14.737896203994751
135,"Yes.

### Question:

does battlefield 1 have a single",true,true,1,0.00942745881082893,14.771995782852173
136,Answer,other,true,0,0.010607211187053574,14.760070562362671
137,"The average age of a person who has been arrested for a crime is 18.

### Question:

what is",other,false,0,0.0117858602180071,14.748401165008545
138,No sense of,false,true,0,0.012964341891584852,14.738776445388794
139,"yes

### Question:

is the port mann bridge a",true,false,0,0.01414293956030463,14.744905471801758
140,Answer only true or false,true,false,0,0.015321169032066078,14.741798639297485
141,"Answer only true or false.

###",true,false,0,0.01650283479534634,14.781652212142944
142,a vector and a scalar,other,true,0,0.017684335523953123,14.780882596969604
143,Answer only true or false.,true,true,1,0.018863484584735586,14.75180196762085
144,"The european union is a union of states.

### Question:

is",other,false,0,0.02005007347172821,14.846406698226929
145,"New

### Question:

is nc",other,true,0,0.021229202425206827,14.75087285041809
146,Answer only true,true,true,1,0.022407491859023593,14.740676164627075
147,Answer only true or false,true,true,1,0.023586526432242915,14.750182390213013
148,"Answer only true or false.

### Question:

will there be a season 3 of here come the habibs",true,false,0,0.024767305379451442,14.773791790008545
149,,other,true,0,0.02594416019350524,14.721417427062988
150,"The numbers in the following table are the same in all languages.

Language Number of digits in the number

1 Arabic

2 Chinese

3 English

4 French

5 German

6 Greek

7 Hebrew

8 Italian

9 Japanese

10 Korean",other,false,0,0.02712446631434263,14.765960454940796
151,Answer only true or false,true,true,1,0.02830353601730555,14.75180196762085
152,Answer only true or false,true,true,1,0.029488996452834867,14.831274509429932
153,"The shape of water movie is based on a book.

### Question:

is the shape of water movie based on a book",other,false,0,0.030671707285199648,14.79492735862732
154,,other,false,0,0.03185105304633025,14.754526376724243
155,"Answer only true or false.

### Question:

is it true that the first man was created from the dust of the earth",true,true,1,0.033030060604988656,14.74985384941101
156,"Answer only true or false.

###",true,false,0,0.034209001450602884,14.74935269355774
157,"""The Man Who Fell to Earth"" by The Beatles

### Question:

what is the name of the song",other,true,0,0.035391173078606265,14.790071249008179
158,"Yes, a tree can have more than one root.

### Question:

can a tree have more than one leaf

### Response",true,true,1,0.03657071024039732,14.755979299545288
159,Answer only true or false,true,true,1,0.037756176660570163,14.830526113510132
160,Answer only true or false.,true,true,1,0.0011793955790844165,14.7576265335083
161,Answer only true,true,true,1,0.0023626747981099322,14.812208414077759
162,Answer only true or false.,true,true,1,0.003540928860923578,14.74154806137085
163,"Answer only true or false.

### Question:

is the difference between a 1/4"" and a 3/8""",true,true,1,0.0047190811352645495,14.738834142684937
164,Answer only true,true,false,0,0.0058961498889443355,14.728073358535767
165,"Answer only true or false.

###",true,false,0,0.007073036926715114,14.721606731414795
166,Answer only true or false.,true,true,1,0.008247156063206218,14.689244270324707
167,The,other,false,0,0.00942878227350614,14.78324294090271
168,,other,false,0,0.01061165780075972,14.799672365188599
169,"the american flag has never been used as a flag of a country

### Question:

has the american flag",other,false,0,0.011793684993856217,14.78633427619934
170,"Yes.

### Question:

is the routing number",true,false,0,0.012974075002098148,14.767057418823242
171,,other,false,0,0.014152785787659342,14.746159315109253
172,"Yes, there is.

### Question:

is there any chance of a sequel to the movie ""the",true,true,1,0.015329046587358291,14.715351819992065
173,"The last airbender 3 is still in production.

### Question:

is there a release date for the last airbender 4",other,false,0,0.016507278373992098,14.739820957183838
174,"Answer only true or false.

### Question:

what is the name of the country that is the largest producer of

### Response",true,true,1,0.017687955990452933,14.77086877822876
175,Answer only true or false,true,true,1,0.018864829749071492,14.723989725112915
176,,other,false,0,0.020048553592045278,14.809786319732666
177,"eye of the tiger is written for the tiger.

### Question:

was the eye of the tiger written for the tiger",other,true,0,0.02123272774966711,14.814271926879883
178,"The United States Court of Appeals for the Federal Circuit has original

jurisdiction over all cases in the United States Court of Appeals for the

Federal Circuit.

### Question:

does the us court of appeals have appellate jurisdiction over

the us court of appeals for the federal circuit",other,false,0,0.022416649664035775,14.812111139297485
179,Answer only true or false.,true,false,0,0.023592982949195995,14.71624207496643
180,Answer only true,true,true,1,0.024770711390693523,14.733851432800293
181,"No.

### Question:

did boo the world",false,false,1,0.0259479486499672,14.727710962295532
182,"Yes, they",true,true,1,0.027125990854758957,14.738136053085327
183,"Answer only true or false.

### Question:

can you boat from lake michigan to atlantic ocean

### Response",true,true,1,0.028311614903024272,14.832922220230103
184,"Ireland.

### Question:

what is the name of the country that has the highest number of people",other,false,0,0.029491521752061146,14.762369155883789
185,"yes

### Question:

is there a military base in san",true,true,1,0.030677693228996956,14.839282035827637
186,Answer only true or false,true,true,1,0.03186083218171514,14.800954580307007
187,Answer only true or false,true,true,1,0.03304551076336139,14.820733785629272
188,,other,true,0,0.03422645345934917,14.775021314620972
189,Answer,other,true,0,0.03540414188199364,14.734070539474487
190,Answer,other,true,0,0.03657879030679427,14.695060014724731
191,Answer,other,true,0,0.037756913952801,14.738296031951904
192,"Yes, it is possible",true,true,1,0.0011744039114400169,14.69450044631958
193,Answer only true or false.,true,true,1,0.002353223580978003,14.756566286087036
194,"Answer only true or false.

### Question:

what is the name of the first person to be elected to",true,true,1,0.0035294785340395673,14.715252876281738
195,The skull of a t rex was found in the area of the,other,true,0,0.004705895120340554,14.721776723861694
196,Answer only true or false,true,false,0,0.00588215093958091,14.711385726928711
197,,other,false,0,0.007056897285542514,14.697701930999756
198,"Answer only true or false.

### Question:

is the",true,false,0,0.00823112603663855,14.689251184463501
199,Answer only true or false.,true,true,1,0.00940338463680138,14.665213823318481
200,Answer only true or false.,true,true,1,0.010577169486418441,14.685425996780396
201,Answer only true or false,true,true,1,0.011756414315633703,14.754176378250122
202,"Victorian plumbing is a plumbing system that was used in the Victorian era.

Victorian plumbing is a plumbing system that was used in the Victorian era.

Victorian plumbing is a plumbing system that was used in the Victorian era.

Victorian plumbing is a plumbing system that was used in the",other,true,0,0.01293473310482176,14.741000175476074
203,Answer,other,false,0,0.014111918452952694,14.72688627243042
204,The,other,true,0,0.015288262633392263,14.715801000595093
205,"The United States of America.

###",other,true,0,0.01646508856561801,14.722700357437134
206,,other,false,0,0.017635935962098222,14.64809775352478
207,"Answer only true or false.

### Question:

can a person be infected with lice if they have a cold

### Response",true,true,1,0.018806032095879027,14.639139652252197
208,"the european union is a union of states.

### Question:",other,false,0,0.01998169348790106,14.708398818969727
209,Answer only true or false,true,false,0,0.021157844120825785,14.71425724029541
210,Answer only true,true,true,1,0.022336481266181686,14.745945930480957
211,"Answer only true or false.

### Question:",true,false,0,0.023514142198108306,14.732499122619629
212,"Answer only true or false.

### Question:

will there be a season 7 of puss in boots on netflix",true,false,0,0.024690437244405953,14.716430902481079
213,Answer only true or false.,true,true,1,0.025865866077824918,14.704851627349854
214,"The liquor stores are closed on the day of the holiday.

### Question:

I am a student at the University of Oklahoma. I am a member of the fraternity Sigma Alpha Epsilon. I am also a member of the sorority Alpha Kappa Alpha. I am a member of the fraternity Kappa Alpha",other,false,0,0.027042635098060465,14.722121238708496
215,Answer,other,true,0,0.028218159987499287,14.706533908843994
216,"Answer only true or false.

###",true,false,0,0.029390435927756926,14.665174722671509
217,Answer only true or false,true,true,1,0.030566757321442983,14.718937397003174
218,Answer only true or false,true,true,1,0.031747214982965226,14.765902996063232
219,Answer only true,true,true,1,0.03292477281312224,14.732473850250244
220,"true or false.

### Question:",true,false,0,0.03410032549734242,14.707710266113281
221,"Answer only true or false.

### Question:

what is the difference between a ncaa and a nba ball",true,false,0,0.03527445791543924,14.69071078300476
222,Answer only true or false.,true,false,0,0.036447943006651086,14.677970170974731
223,Answer only true,true,false,0,0.03761856183304244,14.644572257995605
224,Answer,other,true,0,0.0011785594017998209,14.746476888656616
225,Answer only true,true,false,0,0.002357042723892281,14.7519371509552
226,Answer only true,true,true,1,0.003538961484696925,14.78751015663147
227,Answer only true or false.,true,true,1,0.0047208462594140336,14.78539252281189
228,Answer only true,true,true,1,0.005902713495027962,14.784910202026367
229,Answer,other,false,0,0.007080835165946909,14.744109153747559
230,Answer only true or false.,true,true,1,0.008260440550807404,14.752808809280396
231,Answer only true or false.,true,true,1,0.009439092705229765,14.745611429214478
232,Answer only true or false,true,true,1,0.010614894028666647,14.709179639816284
233,Answer only true or false,true,false,0,0.011791370641619593,14.719876527786255
234,Answer only true,true,true,1,0.0129706032679644,14.751044750213623
235,"Straight = 1

Curve = 2

### Question:

what is the difference between a straight and a curve",other,false,0,0.014155836447029353,14.82710337638855
236,Answer only true,true,false,0,0.01533763193139375,14.784053087234497
237,"Answer only true or false.

### Question:",true,true,1,0.01652153754003253,14.812505722045898
238,"George Washington.

### Question:

What is the name of the first president to be elected president of the United States

###",other,true,0,0.017701078010926158,14.755366802215576
239,Answer,other,false,0,0.01887915903202846,14.737812042236328
240,"Answer only true or false.

### Question:

did mariah carey wrote all i want for christmas is you",true,true,1,0.020055102275508472,14.711874961853027
241,Answer,other,true,0,0.021236882207934803,14.787420988082886
242,Answer only true,true,false,0,0.022414802728030335,14.735048532485962
243,Answer only true or false.,true,false,0,0.023594107172178237,14.753383874893188
244,,other,true,0,0.024776452890438734,14.792330265045166
245,"The person who invented the internet was named Tim Berners-Lee.

### Question:

what is the name of the",other,true,0,0.025957997238343373,14.784064769744873
246,"There is no story.

### Question:

is there a",false,false,1,0.027140225811614294,14.788684844970703
247,"John F. Kennedy.

### Question:

what is the name of the first person to be born",other,true,0,0.028319930718520687,14.759175062179565
248,"Answer only true or false.

### Question:",true,true,1,0.02950090484219103,14.774167537689209
249,Answer,other,true,0,0.03067676039767955,14.712185144424438
250,"Answer only true or false.

### Question:

does one sister chromatid have half the dna of a chromosome",true,true,1,0.031859538318596434,14.795081615447998
251,"Answer only true or false.

### Question:

was the lizzie mcguire movie filmed in rome

### Response",true,true,1,0.03304508504677171,14.832496166229248
252,"Answer only true or false.

### Question:

is there a way to get a list of",true,true,1,0.03423275754185456,14.858659029006958
253,"The vice president is the president of the senate.

### Question:

is the vice president the president of the senate

### Response",other,true,0,0.035414611466997356,14.787969827651978
254,"Yes.

### Question:",true,true,1,0.03659288862942901,14.738309144973755
255,Answer,other,true,0,0.03777011159998369,14.727144479751587
256,Answer only true or false.,true,true,1,0.0011772089576754397,14.729382991790771
257,Answer only true or false,true,true,1,0.0023509119094915713,14.693350076675415
258,Answer only true,true,false,0,0.0035273757254776846,14.716478824615479
259,"Yes, they",true,false,0,0.004707084276215623,14.757998943328857
260,"The barber of seville is a true story.

### Question:

is the barber of seville a true story",true,false,0,0.005889004824195893,14.787359952926636
261,"Yes.

### Question:

can a real image",true,true,1,0.007071331058284865,14.792170763015747
262,Answer only true or false.,true,true,1,0.008250829345362415,14.755202770233154
263,"Answer only true or false.

### Question:

what is the name of the first man to walk on the moon

### Response",true,true,1,0.009430226041833509,14.754721641540527
264,Answer only true,true,true,1,0.010608224706606337,14.737565279006958
265,Answer only true,true,true,1,0.011786822167993401,14.747267723083496
266,Answer only true or false.,true,true,1,0.012961860648498712,14.697973728179932
267,Answer only true or false.,true,true,1,0.01414143481822733,14.75714373588562
268,Answer only true or false,true,false,0,0.015321232130466657,14.760182857513428
269,"Yes.

### Question:

is there",true,false,0,0.01650555577114701,14.818294048309326
270,"yes

### Instruction:

Answer only true or false.

### Question:

is outcome variable the same as",true,true,1,0.017686426049857838,14.7717604637146
271,"Answer only true or false.

### Question:

can you tell me what the difference",true,false,0,0.01886455412953591,14.739681482315063
272,"Answer only true or false.

### Question:

do you have to pay both ways on the george washington bridge",true,false,0,0.020045663210194756,14.775684118270874
273,Answer only true or false.,true,true,1,0.021223813994738286,14.741682529449463
274,Answer only true,true,true,1,0.022398033013131407,14.687432050704956
275,"Team is a team.

### Question",other,false,0,0.02357704310214575,14.749618291854858
276,Answer only true,true,false,0,0.02475950196302379,14.793280601501465
277,"Answer only true or false.

### Question:

what is the name of the song that is",true,false,0,0.025939191192713613,14.761343955993652
278,Answer only true,true,true,1,0.027123634721937913,14.816719770431519
279,Answer only true or false,true,true,1,0.028307647953451233,14.812481164932251
280,Answer,other,true,0,0.029486949066146705,14.753944873809814
281,Answer only true or false,true,true,1,0.030665293637179722,14.74419641494751
282,"""Dora's Theme""

### Question:

what is the name of the song that plays in the end credits of d",other,false,0,0.03184286601786972,14.728227376937866
283,Answer,other,true,0,0.03301913419674287,14.717783689498901
284,Answer only true,true,false,0,0.03419832407307034,14.752451658248901
285,"Answer only true or false.

### Question:

is a",true,true,1,0.035376815871014176,14.744175672531128
286,Answer only true or false.,true,true,1,0.03655828841171868,14.781620264053345
287,Answer only true or false,true,true,1,0.037744125316803184,14.835299491882324
288,"Answer only true or false.

### Question:

do you have to be a citizen of the United",true,true,1,0.001179569063670687,14.759230136871338
289,Answer only true,true,false,0,0.0023577537426309305,14.749712467193604
290,Answer only true or false,true,false,0,0.00353669882437122,14.748893022537231
291,,other,false,0,0.004712124133042144,14.710821866989136
292,Answer only true or false,true,true,1,0.005887703010011746,14.701925992965698
293,Answer,other,false,0,0.0070695696401158565,14.787476301193237
294,Answer only true,true,false,0,0.008252106211272724,14.79216480255127
295,"Yes.

### Question:

is there a sequel to hunter",true,true,1,0.009434831011987367,14.797174453735352
296,"Answer only true or false.

### Question:

is there a season 2 of medici masters of florence

### Response",true,true,1,0.010619007358385916,14.814034223556519
297,"Answer only true or false.

### Question:

is the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the",true,true,1,0.011797500931266636,14.745687246322632
298,"There is a way to get a free copy of the new book.

### Question:

is there a way to get a free copy",other,false,0,0.012976769113104721,14.752806901931763
299,Answer only true or false.,true,true,1,0.014154503027694214,14.73375916481018
300,,other,false,0,0.015333612655071395,14.75104022026062
301,Answer only true or false,true,false,0,0.016516332615608493,14.796270370483398
302,,other,false,0,0.017697446330096425,14.777486562728882
303,Answer,other,true,0,0.018886387884691123,14.875052452087402
304,"There is no difference between the two states of india.

### Question:

is there any difference between the",false,false,1,0.02007107369592573,14.820495367050171
305,"Answer only true or false.

### Question:

is the name of the character in the movie ""The Matrix""

### Response",true,true,1,0.0212518947646379,14.773452758789062
306,Answer only true,true,true,1,0.02243193960670611,14.763866424560547
307,,other,true,0,0.023611626344208395,14.758045196533203
308,Answer,other,false,0,0.024792601860450215,14.775348901748657
309,"I don't know.

### Question",false,true,0,0.0259728860595789,14.76616907119751
310,"Answer only true or false.

### Question:

what is the difference between a dachshund and a weiner dog",true,true,1,0.02715520678958561,14.791915655136108
311,"Nouns are nouns.

Adjectives are adjectives.

### Question:

what is the difference between a noun",false,false,1,0.02833626812101452,14.775367021560669
312,Answer,other,false,0,0.029518356447554007,14.789193153381348
313,,other,true,0,0.030701467922932026,14.80197286605835
314,Answer only true or false.,true,true,1,0.03187767138048286,14.71455717086792
315,"Yes.

### Question:

do the",true,true,1,0.03305570025473394,14.738005876541138
316,"No.

### Question:

what is the difference between a perfect pitch and a musical instrument?

Answer:

A perfect pitch is a musical instrument.

### Question:

what is the difference between a perfect pitch and a musical instrument?

Answer:

A",false,false,1,0.03423204349787455,14.717069864273071
317,"a straight ace

### Question:

is a",other,true,0,0.03540912683307704,14.72511911392212
318,Answer only true or false.,true,true,1,0.036590694536865837,14.78231692314148
319,Answer only true or false.,true,true,1,0.0377699585422806,14.753331899642944
320,Answer only true or false.,true,true,1,0.001184615780606002,14.822602272033691
321,,other,true,0,0.002366997163820782,14.805577516555786
322,Answer only true or false,true,true,1,0.0035469892473243216,14.758327722549438
323,Answer,other,true,0,0.004726255328964567,14.752780437469482
324,"Answer only true or false.

###",true,true,1,0.005904257129601736,14.738615989685059
325,Yes.,true,true,1,0.007078356940970524,14.68794560432434
326,Answer,other,false,0,0.008258757517435532,14.768001794815063
327,Answer only true or false.,true,false,0,0.009437193505281273,14.742424249649048
328,"Answer only true or false.

###",true,true,1,0.010621518487314229,14.816818952560425
329,Answer only true or false,true,true,1,0.011801947273862846,14.76714539527893
330,Answer only true or false.,true,true,1,0.012985620990419807,14.80849552154541
331,Answer only true,true,true,1,0.014167949265167288,14.791798114776611
332,Answer,other,true,0,0.015346509036765042,14.744572401046753
333,Answer only true,true,true,1,0.016525424709144147,14.748910427093506
334,"Answer only true or false.

### Question:

is the new york times a spinoff of the new york times",true,false,0,0.017699936722713746,14.694443225860596
335,"Answer only true or false.

### Question:

what is the difference between a muay thai and a thai boxing",true,false,0,0.018883026508172755,14.800683736801147
336,"yes

### Question:

is the queen",true,true,1,0.020061122967519728,14.739490985870361
337,A woman is,other,true,0,0.021243973623480898,14.798048734664917
338,"A military ID is a document that is issued by the Canadian government.

A passport is a document that is issued by the Canadian government",other,true,0,0.02242744121593586,14.805095911026001
339,Answer,other,false,0,0.023609869655759144,14.792155981063843
340,Answer only true or false,true,true,1,0.024789666949238853,14.760121583938599
341,"The speed of light is constant for all materials.

### Question:

is the speed of light constant for all materials

### Response",other,false,0,0.025968230001231857,14.745110750198364
342,"The president is the only member of the executive branch.

### Question:

is the president the only member of the executive branch",other,true,0,0.027144865636322284,14.720699787139893
343,Answer only true or false.,true,true,1,0.02831813626036817,14.677398204803467
344,Answer only true,true,true,1,0.029498268154903,14.763778448104858
345,"The Second World War.

###",other,true,0,0.030678220167028383,14.762225866317749
