qid,raw_pred,pred,gold,em,energy_kWh,time (s)
81,"The answer is yes.
### Question:
Are there nuclear power plants in the
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",true,true,1,0.009058295133360152,1.2921066284179688
82,The tiebreaker is a tiebreaker,other,false,0,0.009161665982255242,1.292173147201538
83,"The twin towers were built in the late 1800s and were designed to be used as a way to transport goods and services to the United States.
### Question:
The twin towers were designed to be used as a way to transport goods and services to the United States.
### Question:
The twin towers were",other,true,0,0.009264948443522778,1.2915973663330078
84,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,false,0,0.009368159671130137,1.2915380001068115
85,"The question is:
Is the german shepard the same as an alsatian
### Answer:
The question is:
Is the german shepard the same as an alsatian
### Answer:
The question is:
Is the german shepard the same as an alsatian",other,true,0,0.009472901568810532,1.3095884323120117
86,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.009577131532793342,1.3035659790039062
87,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.00968206969512173,1.313948154449463
88,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",false,true,0,0.009787216116988537,1.3161053657531738
89,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.009896295472148552,1.3563613891601562
90,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.010002496405612816,1.3343706130981445
91,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,true,1,0.010107965166447254,1.3202285766601562
92,"Answer only true or false.
### Question:
Does the president live in",true,true,1,0.010212757263298112,1.310272455215454
93,"Answer only true or false.
### Response",true,true,1,0.010331790424323738,1.4933068752288818
94,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,true,1,0.01045379779554273,1.5274391174316406
95,"Answer only true or false.
### Response",true,false,0,0.010575434172089263,1.5127928256988525
96,"Answer only true or false.
### Question:
Can",true,true,1,0.010702268615731994,1.5966098308563232
97,"Answer only true or false.
### Question:
Is the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the city of the",true,true,1,0.010820584568338001,1.480057716369629
98,"Answer only true or false.
### Question:
Was the car written for the same color?
### Answer only true or false.
### Question:
Was the car written for the same color?
### Answer only true or false.
### Question:
Was the car written for the same color?",true,false,0,0.010940372357280641,1.495779275894165
99,I am not sure if the girl in the lost world died,false,false,1,0.011058291189017206,1.475346326828003
100,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.011174932296336792,1.4632341861724854
101,"The britain is a small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small, small,",other,false,0,0.011294266442283244,1.4892995357513428
102,No,false,true,0,0.01141076974138879,1.4606690406799316
103,"Answer only true or false.
### Response",true,false,0,0.011528824667900088,1.4779839515686035
104,The,other,true,0,0.011649145097316866,1.5059497356414795
105,"Answer only true or false.
### Question:
Can you wear",true,true,1,0.011771541092514836,1.530137300491333
106,"Answer only true or false.
###",true,false,0,0.011892109092536504,1.5089662075042725
107,"Yes, there will be a new spartacus season 5",true,false,0,0.012010557599179192,1.4799299240112305
108,"The lion king is dead.
The lion king is dead.
The lion king is dead.
The lion king is dead.
The lion king is dead.
The lion king is dead.
The lion king is dead.
The lion king is dead.
The lion king is dead.
The",other,false,0,0.01212860251485961,1.478227138519287
109,"The dog is a very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young, very young,",other,false,0,0.012247838649437456,1.4909226894378662
110,"The game is a sequel to the original game.
### Question:
The game is a sequel to the original game.
### Question:
The game is a sequel to the original game.
### Question:
The game is a sequel to the original game.
### Question:
The game is a",other,true,0,0.012367022217284154,1.491018533706665
111,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.012483778770021128,1.4632291793823242
112,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,false,0,0.01260135806559524,1.4677348136901855
113,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,true,1,0.01271951388144631,1.4798798561096191
114,"The United States has a federal system of government
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",other,true,0,0.012839161371782959,1.4938545227050781
115,The father is a,other,true,0,0.01295628462711188,1.4677696228027344
116,I am a realtor and I am a realtor. I am a realtor. I am a realtor. I am a realtor. I am a realtor. I am a realtor. I am a realtor. I am a realtor. I am a realtor. I am a real,other,true,0,0.013075057576839971,1.4847185611724854
117,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,true,1,0.013189532451276319,1.4311933517456055
118,The european union is a,other,false,0,0.013308701580167372,1.4930579662322998
119,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.013425728144115356,1.4644272327423096
120,,other,true,0,0.01354504068187008,1.4932560920715332
121,,other,true,0,0.013664797315221269,1.495537281036377
122,"The public sector is not a private sector.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",false,false,1,0.013787800783526327,1.5293631553649902
123,"The question is:
Is the health care free in the united states?
Answer only true or false.
### Question:
Is the health care free in the united states?
Answer only true or false.
### Question:
Is the health care free in the united states?
Answer only true or",true,false,0,0.013910041360289139,1.5335612297058105
124,The pompeii eruption was a very rare event.,other,true,0,0.01403257052204895,1.537755012512207
125,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,false,0,0.01414802134875204,1.4357552528381348
126,"This is a question that I have been asked about for years.
I have been asked about a number of times.
I have been asked about a number of times.
I have been asked about a number of times.
I have been asked about a number of times.
I have been asked about a",other,false,0,0.014253121582468805,1.3189692497253418
127,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,false,0,0.014357468839395005,1.306307315826416
128,"No.
### Question:
Can you sell a gun privately in florida
### Response",false,true,0,0.00010108985081545663,1.2780206203460693
129,"Answer only true or false.
### Question:
Does the girl die in",true,false,0,0.0002026241634374799,1.2700483798980713
130,"Answer only true or false.
### Response",true,true,1,0.0003045473416229484,1.275517225265503
131,"Answer only true or false.
### Response",true,true,1,0.0004061808107339126,1.2705082893371582
132,"I am a student of the University of California, Berkeley. I am a student of the University of California, Berkeley. I am a student of the University of California, Berkeley. I am a student of the University of California, Berkeley. I am a student of the University of California, Berkeley. I am a student",other,false,0,0.0005076443283323249,1.2700221538543701
133,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,false,0,0.0006096188814756079,1.276029109954834
134,"The movie is a very interesting and interesting story.
The movie is a very interesting and interesting story.
The movie is a very interesting and interesting story.
The movie is a very interesting and interesting story.
The movie is a very interesting and interesting story.
The movie is a very interesting and interesting story",other,false,0,0.0007126606320939878,1.2888257503509521
135,"Answer only true or false.
### Question:
Does the game have a",true,true,1,0.0008150531092886594,1.2815110683441162
136,The tower was built in the late 1800s and was built in the late 1800s.,other,true,0,0.0009174895814507258,1.281651496887207
137,,other,false,0,0.0010198174228030349,1.2805171012878418
138,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,true,1,0.0011213474815152428,1.2700910568237305
139,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,false,0,0.0012233164240584285,1.2760212421417236
140,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,false,0,0.001326135686121433,1.2854299545288086
141,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,false,0,0.0014287829922220085,1.2835118770599365
142,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.0015301672066508668,1.2690398693084717
143,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.0016316495745280586,1.2700343132019043
144,"The european economy is a global economic system
###
Question:
Is the european economy a global economic system
###
Question:
Is the european economy a global economic system
###
Question:
Is the european economy a global economic system
###
Question:",false,false,1,0.0017334600426981762,1.2735083103179932
145,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,true,1,0.0018355260390805882,1.2770164012908936
146,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.0019376672701930467,1.2780206203460693
147,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.0020398888339415284,1.2785098552703857
148,The,other,false,0,0.0021415921792067604,1.2735092639923096
149,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.0022434029698701926,1.273508071899414
150,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,false,0,0.002345085448825101,1.2720270156860352
151,"The show is a

### show.
### Question:
Are the
### show.
### Question:
Are the
### show.
### Question:
Are the
### show.
### Question:
Are the
### show.
### Question:
Are the
### show.",other,true,0,0.002446503368777112,1.2695107460021973
152,"The film is a very interesting and interesting story.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",other,true,0,0.0025483843266054717,1.2745146751403809
153,The movie is based,other,false,0,0.002650751657317222,1.2805166244506836
154,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,false,0,0.0027520688477895446,1.2670249938964844
155,"The question is:
Is hindi a language of india
### Answer only true or false.
### Question:
Is hindi a language of india
### Answer only true or false.
### Question:
Is hindi a language of india
### Answer only true or false.",true,true,1,0.002853777932032361,1.2715065479278564
156,The eyeglasses,other,false,0,0.002954822092710921,1.263394832611084
157,I,other,true,0,0.003056215183616465,1.2680244445800781
158,"Answer only true or false.
### Question:
Can a tree have more",true,true,1,0.0031579504814899574,1.273510456085205
159,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,true,1,0.003259904387722697,1.2755165100097656
160,"The film is a film that is not a film.
### Question:
Is the film a film?
Answer:
The film is a film that is not a film.
### Question:
Is the film a film?
Answer:
The film is a film that is not a film.",false,true,0,0.0033617082681886533,1.2735097408294678
161,"Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question:
Answer only true or false.
### Question",true,true,1,0.003463022589172192,1.266983985900879
162,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,true,1,0.0035649094911862447,1.2767770290374756
163,The thread seal tape is a,other,true,0,0.0036670723350578824,1.277510404586792
164,"Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
### Answer only true or false.
###",true,false,0,0.0037699762314616614,1.2855110168457031
